filename,z_true_mm,z_pred_mm,z_error_mm,sigma_model_px,sigma_native_px,native_size
7_mm_1.cine,8.0,1.3354624165983968,-6.664537583401604,0.6527445316314697,2.1928136609494686,860
7_mm_2.cine,7.8,1.336966530004538,-6.463033469995462,0.6534377336502075,2.195142386481166,860
7_mm_3.cine,7.6,1.3371159067013645,-6.262884093298635,0.6535065770149231,2.1953736571595073,860
7_mm_4.cine,7.4,1.335975858577965,-6.064024141422035,0.652981162071228,2.1936085913330317,860
7_mm_5.cine,7.2,1.336084108184237,-5.863915891815763,0.653031051158905,2.1937761874869466,860
7_mm_6.cine,7.0,1.336598326146646,-5.663401673853354,0.653268039226532,2.194572319276631,860
7_mm_7.cine,6.8,1.3357314239831581,-5.464268576016842,0.6528685092926025,2.1932301484048367,860
7_mm_8.cine,6.6,1.3337595222545737,-5.266240477745426,0.6519597172737122,2.190177175216377,860
7_mm_9.cine,6.4,1.3315237863601659,-5.068476213639834,0.65092933177948,2.1867157239466906,860
7_mm_10.cine,6.2,1.3305137153625768,-4.869486284637423,0.6504638195037842,2.185151893645525,860
7_mm_11.cine,6.0,1.3256758503424972,-4.674324149657503,0.6482341885566711,2.177661727182567,860
7_mm_12.cine,5.8,1.327842394433613,-4.4721576055663865,0.6492326855659485,2.181016053073108,860
7_mm_13.cine,5.6,1.3257627604206508,-4.274237239579349,0.6482742428779602,2.1777962846681476,860
7_mm_14.cine,5.4,1.3250513134862414,-4.074948686513759,0.6479463577270508,2.176694795489311,860
7_mm_15.cine,5.2,1.3221305140740063,-3.877869485925994,0.6466002464294434,2.1721727028489113,860
7_mm_16.cine,5.0,1.3209318792461373,-3.679068120753863,0.646047830581665,2.170316930860281,860
7_mm_17.cine,4.8,1.3186105265783101,-3.4813894734216895,0.6449779868125916,2.1667229244485497,860
7_mm_18.cine,4.6,1.313978038350058,-3.2860219616499418,0.6428430080413818,2.159550730139017,860
7_mm_19.cine,4.4,1.3100870017260542,-3.089912998273946,0.6410497426986694,2.1535264793783426,860
7_mm_20.cine,4.2,1.3039622984952175,-2.896037701504783,0.6382270455360413,2.1440439810976386,860
7_mm_21.cine,4.0,1.2998202314222609,-2.700179768577739,0.6363180875778198,2.1376310754567385,860
7_mm_22.cine,3.8,1.2953037526286872,-2.504696247371313,0.6342365741729736,2.1306384913623333,860
7_mm_23.cine,3.5999999999999996,1.2914782865547187,-2.308521713445281,0.6324735283851624,2.124715759418905,860
7_mm_24.cine,3.4000000000000004,1.2865449756452385,-2.113455024354762,0.6301999092102051,2.1170778200030327,860
7_mm_25.cine,3.2,1.2791461085900422,-1.920853891409958,0.6267899870872498,2.1056226128712296,860
7_mm_26.cine,3.0,1.27308956251871,-1.72691043748129,0.6239987015724182,2.0962456380948424,860
7_mm_27.cine,2.8,1.2607346223907072,-1.5392653776092926,0.6183046698570251,2.077117250300944,860
7_mm_28.cine,2.5999999999999996,1.253943996552113,-1.3460560034478866,0.6151750683784485,2.0666037453338504,860
7_mm_29.cine,2.4000000000000004,1.2416942020990196,-1.1583057979009808,0.6095294952392578,2.0476381480693817,860
7_mm_30.cine,2.2,1.234349265851249,-0.9656507341487512,0.6061444282531738,2.036266438663006,860
7_mm_31.cine,2.0,1.222708488597598,-0.7772915114024019,0.6007795333862305,2.018243744969368,860
7_mm_32.cine,1.7999999999999998,1.2105631931670464,-0.5894368068329534,0.5951821208000183,1.9994399370625615,860
7_mm_33.cine,1.5999999999999996,1.1962957139977697,-0.40370428600222996,0.5886066555976868,1.977350483648479,860
7_mm_34.cine,1.4000000000000004,1.1829323841683326,-0.21706761583166778,0.58244788646698,1.9566608686000109,860
7_mm_35.cine,1.2000000000000002,1.1667099455624927,-0.03329005443750743,0.5749714374542236,1.9315446726977825,860
7_mm_36.cine,1.0,1.1487258965778866,0.1487258965778866,0.5666831135749817,1.9037010846659541,860
7_mm_37.cine,0.7999999999999998,1.1292841638271054,0.32928416382710557,0.5577229857444763,1.8736006552353501,860
7_mm_38.cine,0.5999999999999996,1.1102886212097023,0.5102886212097026,0.548968493938446,1.8441910343244672,860
7_mm_39.cine,0.40000000000000036,1.0968409679115805,0.6968409679115801,0.5427708625793457,1.8233708664774895,860
7_mm_40.cine,0.20000000000000018,1.086980295294398,0.8869802952943979,0.5382263660430908,1.8081041984260082,860
7_mm_41.cine,0.0,1.0850393035489667,1.0850393035489667,0.5373318195343018,1.805099081248045,860
7_mm_42.cine,0.1999999999999993,1.0913574851680738,0.8913574851680746,0.5402436852455139,1.8148811301216483,860
7_mm_43.cine,0.40000000000000036,1.1059316068898837,0.7059316068898833,0.5469604730606079,1.8374453391879797,860
7_mm_44.cine,0.5999999999999996,1.1217854536464111,0.5217854536464115,0.5542670488357544,1.8619908671826124,860
7_mm_45.cine,0.8000000000000007,1.1403292449200781,0.34032924492007743,0.5628133416175842,1.890701069496572,860
7_mm_46.cine,1.0,1.1579747067252106,0.15797470672521063,0.5709456205368042,1.9180204439908266,860
7_mm_47.cine,1.1999999999999993,1.173334511073186,-0.026665488926813197,0.5780245065689087,1.9418010767549276,860
7_mm_48.cine,1.4000000000000004,1.186942404827904,-0.21305759517209633,0.5842959880828857,1.9628693349659443,860
7_mm_49.cine,1.5999999999999996,1.1975026259759392,-0.4024973740240605,0.5891628861427307,1.979219070635736,860
7_mm_50.cine,1.8000000000000007,1.2050841076596368,-0.5949158923403639,0.5926569700241089,1.9909570086747408,860
7_mm_51.cine,2.0,1.2131932576749818,-0.7868067423250182,0.5963942408561707,2.0035119028761983,860
7_mm_52.cine,2.1999999999999993,1.22210115269431,-0.9778988473056893,0.6004996299743652,2.017303444445133,860
7_mm_53.cine,2.4000000000000004,1.2311338516205108,-1.1688661483794895,0.6046625375747681,2.0312882121652365,860
7_mm_54.cine,2.5999999999999996,1.2407736277890526,-1.359226372210947,0.6091052293777466,2.0462128799408674,860
7_mm_55.cine,2.8000000000000007,1.25018371303676,-1.5498162869632408,0.613442063331604,2.060781931504607,860
7_mm_56.cine,3.0,1.2563878251782905,-1.7436121748217095,0.6163013577461243,2.070387373678386,860
7_mm_57.cine,3.1999999999999993,1.2625223575251088,-1.9374776424748905,0.6191285848617554,2.0798850897699594,860
7_mm_58.cine,3.4000000000000004,1.2671166932636952,-2.1328833067363053,0.6212459802627563,2.086998214945197,860
7_mm_59.cine,3.5999999999999996,1.271857948420113,-2.3281420515798867,0.6234310865402222,2.094338806346059,860
7_mm_60.cine,3.8000000000000007,1.27709428062887,-2.5229057193711304,0.6258443593978882,2.1024458948522806,860
7_mm_61.cine,4.0,1.281764662685841,-2.718235337314159,0.6279968023300171,2.109676757827401,860
