filename,sigma_px,defocus_mm,focus_status,diameter_original_px,original_size,material
7_mm_31_z-2.00mm.png,4.14458560757339,2.5961397265240476,out_of_focus,717.8659057617188,"(860, 860)",preprocessed_crops
7_mm_32_z-1.80mm.png,3.84986306540668,2.4057771563648713,out_of_focus,718.1864624023438,"(860, 860)",preprocessed_crops
7_mm_33_z-1.60mm.png,3.6943959072232246,2.305360243598133,out_of_focus,719.2496948242188,"(860, 860)",preprocessed_crops
7_mm_34_z-1.40mm.png,3.5273415874689817,2.197459132842165,out_of_focus,719.68896484375,"(860, 860)",preprocessed_crops
7_mm_35_z-1.20mm.png,3.2631968334317207,2.02684688885523,out_of_focus,720.1786499023438,"(860, 860)",preprocessed_crops
7_mm_36_z-1.00mm.png,3.171601830981672,1.967685278915449,out_of_focus,721.1278686523438,"(860, 860)",preprocessed_crops
7_mm_37_z-0.80mm.png,3.0322515359148383,1.8776783180418657,out_of_focus,721.468017578125,"(860, 860)",preprocessed_crops
7_mm_38_z-0.60mm.png,2.9179669776931405,1.8038614254735246,out_of_focus,722.4921875,"(860, 860)",preprocessed_crops
7_mm_39_z-0.40mm.png,2.8473905753344297,1.7582758206303333,out_of_focus,723.3460693359375,"(860, 860)",preprocessed_crops
7_mm_3_z-7.60mm.png,10.135314334183931,6.4655774327138955,out_of_focus,705.4716796875,"(860, 860)",preprocessed_crops
7_mm_40_z-0.20mm.png,2.889256775379181,1.7853173810916603,out_of_focus,723.451904296875,"(860, 860)",preprocessed_crops
7_mm_41_z+0.00mm.png,2.846239027567208,1.757532030925556,out_of_focus,724.3790283203125,"(860, 860)",preprocessed_crops
7_mm_42_z+0.20mm.png,2.8200011188164353,1.7405848516949503,out_of_focus,727.0433959960938,"(860, 860)",preprocessed_crops
7_mm_43_z+0.40mm.png,2.828696696087718,1.7462013628250788,out_of_focus,725.5349731445312,"(860, 860)",preprocessed_crops
7_mm_44_z+0.60mm.png,2.897686641663313,1.7907622683410307,out_of_focus,725.0444946289062,"(860, 860)",preprocessed_crops
7_mm_45_z+0.80mm.png,3.06299792136997,1.8975375419590945,out_of_focus,724.7396240234375,"(860, 860)",preprocessed_crops
7_mm_46_z+1.00mm.png,3.1716951401904225,1.9677455477386845,out_of_focus,723.7134399414062,"(860, 860)",preprocessed_crops
7_mm_47_z+1.20mm.png,3.281991630792618,2.03898653010879,out_of_focus,723.7134399414062,"(860, 860)",preprocessed_crops
7_mm_48_z+1.40mm.png,3.4440825413912535,2.1436817533318036,out_of_focus,723.0426025390625,"(860, 860)",preprocessed_crops
7_mm_49_z+1.60mm.png,3.7399828620254993,2.334805055719028,out_of_focus,723.1074829101562,"(860, 860)",preprocessed_crops
7_mm_4_z-7.40mm.png,10.108328349888325,6.448147068239498,out_of_focus,705.4092407226562,"(860, 860)",preprocessed_crops
7_mm_50_z+1.80mm.png,3.8430342730134726,2.4013664096961653,out_of_focus,722.6270751953125,"(860, 860)",preprocessed_crops
7_mm_51_z+2.00mm.png,4.0282114036381245,2.5209731227126086,out_of_focus,722.4579467773438,"(860, 860)",preprocessed_crops
7_mm_52_z+2.20mm.png,4.229462947696447,2.650962369187602,out_of_focus,722.328857421875,"(860, 860)",preprocessed_crops
7_mm_53_z+2.40mm.png,4.4639309681952,2.802406282076457,out_of_focus,721.867431640625,"(860, 860)",preprocessed_crops
7_mm_54_z+2.60mm.png,4.671584805473685,2.9365307975517205,out_of_focus,721.9375,"(860, 860)",preprocessed_crops
7_mm_55_z+2.80mm.png,4.936363101005554,3.1075522487419103,out_of_focus,721.6182861328125,"(860, 860)",preprocessed_crops
7_mm_56_z+3.00mm.png,5.212183920666575,3.285706114232059,out_of_focus,721.637939453125,"(860, 860)",preprocessed_crops
7_mm_57_z+3.20mm.png,5.354023929685354,3.3773211921616677,out_of_focus,721.3140869140625,"(860, 860)",preprocessed_crops
7_mm_58_z+3.40mm.png,5.525728091597557,3.488225656164783,out_of_focus,721.2861328125,"(860, 860)",preprocessed_crops
7_mm_59_z+3.60mm.png,5.814524497836828,3.6747605093873235,out_of_focus,721.1950073242188,"(860, 860)",preprocessed_crops
7_mm_5_z-7.20mm.png,10.084964204579592,6.433056065298748,out_of_focus,705.2675170898438,"(860, 860)",preprocessed_crops
7_mm_60_z+3.80mm.png,6.034124316647649,3.8166009862235715,out_of_focus,721.6021118164062,"(860, 860)",preprocessed_crops
7_mm_61_z+4.00mm.png,6.15404587239027,3.8940588399758624,out_of_focus,720.7677612304688,"(860, 860)",preprocessed_crops
7_mm_6_z-7.00mm.png,10.082271452993155,6.431316805352679,out_of_focus,705.613525390625,"(860, 860)",preprocessed_crops
7_mm_7_z-6.80mm.png,10.14511700719595,6.471909021791809,out_of_focus,705.4288940429688,"(860, 860)",preprocessed_crops
7_mm_8_z-6.60mm.png,9.922651033848524,6.328217283290776,out_of_focus,706.3436889648438,"(860, 860)",preprocessed_crops
7_mm_9_z-6.40mm.png,9.653523247689009,6.154386477211493,out_of_focus,706.1085815429688,"(860, 860)",preprocessed_crops
