filename,sigma_px,defocus_mm,focus_status,diameter_original_px,original_size,material
7_mm_10_z-6.20mm.png,9.41683342680335,6.001507493801996,out_of_focus,707.2215576171875,"(860, 860)",preprocessed_crops
7_mm_11_z-6.00mm.png,9.258560985326767,5.899278636371037,out_of_focus,707.4450073242188,"(860, 860)",preprocessed_crops
7_mm_12_z-5.80mm.png,9.039245899766684,5.757622069978225,out_of_focus,708.53759765625,"(860, 860)",preprocessed_crops
7_mm_13_z-5.60mm.png,8.80772853270173,5.608083996958888,out_of_focus,708.732421875,"(860, 860)",preprocessed_crops
7_mm_14_z-5.40mm.png,8.573071490973234,5.456517994436698,out_of_focus,708.712646484375,"(860, 860)",preprocessed_crops
7_mm_15_z-5.20mm.png,8.394021932035685,5.340869106589025,out_of_focus,709.5884399414062,"(860, 860)",preprocessed_crops
7_mm_16_z-5.00mm.png,8.049580398947,5.1183928242310905,out_of_focus,709.5113525390625,"(860, 860)",preprocessed_crops
7_mm_17_z-4.80mm.png,7.875129021704197,5.005713921912979,out_of_focus,710.4930419921875,"(860, 860)",preprocessed_crops
7_mm_18_z-4.60mm.png,7.569138891994953,4.808073568017542,out_of_focus,710.7302856445312,"(860, 860)",preprocessed_crops
7_mm_19_z-4.40mm.png,7.313408385962248,4.642896123365357,out_of_focus,710.98291015625,"(860, 860)",preprocessed_crops
7_mm_1_z-8.00mm.png,10.116487499326468,6.453417098302142,out_of_focus,705.5623168945312,"(860, 860)",preprocessed_crops
7_mm_20_z-4.20mm.png,7.076620850712061,4.4899540258233746,out_of_focus,712.0289916992188,"(860, 860)",preprocessed_crops
7_mm_21_z-4.00mm.png,6.802121177315712,4.312653494444184,out_of_focus,712.1593017578125,"(860, 860)",preprocessed_crops
7_mm_22_z-3.80mm.png,6.499729258939624,4.1173372408782285,out_of_focus,713.04296875,"(860, 860)",preprocessed_crops
7_mm_23_z-3.60mm.png,6.341669866815209,4.015245992949249,out_of_focus,713.6427001953125,"(860, 860)",preprocessed_crops
7_mm_24_z-3.40mm.png,6.006691008806229,3.7988816935279126,out_of_focus,713.7026977539062,"(860, 860)",preprocessed_crops
7_mm_25_z-3.20mm.png,5.7381318882107735,3.625418191006544,out_of_focus,714.4944458007812,"(860, 860)",preprocessed_crops
7_mm_26_z-3.00mm.png,5.466414671391249,3.449914860416362,out_of_focus,714.81689453125,"(860, 860)",preprocessed_crops
7_mm_27_z-2.80mm.png,5.221886076033115,3.2919727785261443,out_of_focus,715.5645751953125,"(860, 860)",preprocessed_crops
7_mm_28_z-2.60mm.png,4.959494573995471,3.1224929676212874,out_of_focus,716.0479125976562,"(860, 860)",preprocessed_crops
7_mm_29_z-2.40mm.png,4.675638750195503,2.939149258056489,out_of_focus,716.2899780273438,"(860, 860)",preprocessed_crops
7_mm_2_z-7.80mm.png,10.142752639949322,6.470381866717212,out_of_focus,706.1878662109375,"(860, 860)",preprocessed_crops
7_mm_30_z-2.20mm.png,4.399095484986901,2.760528761849102,out_of_focus,717.5448608398438,"(860, 860)",preprocessed_crops
