droplet_id,camera,cine_file,first_frame,last_frame,best_frame,dark_fraction,y_top,y_bottom,y_sphere,crop_size_px,crop_path
0469,v,sphere0469v.cine,-1950,-1650,-1907,0.37965235114097595,83,318,413,296,C:\Users\justi\Downloads\coursework\testing_4mm\Modular\OUTPUT\8mm-borosilicate-1\sphere0469v_crop.png
0471,v,sphere0471v.cine,-2280,-1880,-2241,0.3757910132408142,92,326,413,296,C:\Users\justi\Downloads\coursework\testing_4mm\Modular\OUTPUT\8mm-borosilicate-1\sphere0471v_crop.png
0473,v,sphere0473v.cine,-2350,-1950,-2310,0.37727636098861694,94,328,413,296,C:\Users\justi\Downloads\coursework\testing_4mm\Modular\OUTPUT\8mm-borosilicate-1\sphere0473v_crop.png
0475,v,sphere0475v.cine,-1350,-1050,-1309,0.37684276700019836,88,327,412,296,C:\Users\justi\Downloads\coursework\testing_4mm\Modular\OUTPUT\8mm-borosilicate-1\sphere0475v_crop.png
0477,v,sphere0477v.cine,-160,140,-118,0.37989258766174316,77,319,413,296,C:\Users\justi\Downloads\coursework\testing_4mm\Modular\OUTPUT\8mm-borosilicate-1\sphere0477v_crop.png
0479,v,sphere0479v.cine,-1600,-1300,-1557,0.379207044839859,90,324,413,296,C:\Users\justi\Downloads\coursework\testing_4mm\Modular\OUTPUT\8mm-borosilicate-1\sphere0479v_crop.png
0481,v,sphere0481v.cine,-410,-110,-370,0.37842968106269836,95,329,413,296,C:\Users\justi\Downloads\coursework\testing_4mm\Modular\OUTPUT\8mm-borosilicate-1\sphere0481v_crop.png
0483,v,sphere0483v.cine,-200,0,-157,0.37883204221725464,105,339,413,296,C:\Users\justi\Downloads\coursework\testing_4mm\Modular\OUTPUT\8mm-borosilicate-1\sphere0483v_crop.png
0485,v,sphere0485v.cine,160,460,199,0.37708789110183716,87,327,411,296,C:\Users\justi\Downloads\coursework\testing_4mm\Modular\OUTPUT\8mm-borosilicate-1\sphere0485v_crop.png
0487,v,sphere0487v.cine,-2860,-2660,-2822,0.37595313787460327,79,319,413,296,C:\Users\justi\Downloads\coursework\testing_4mm\Modular\OUTPUT\8mm-borosilicate-1\sphere0487v_crop.png
0489,v,sphere0489v.cine,20,320,53,0.3747001886367798,84,323,413,296,C:\Users\justi\Downloads\coursework\testing_4mm\Modular\OUTPUT\8mm-borosilicate-1\sphere0489v_crop.png
0491,v,sphere0491v.cine,-20,180,12,0.37336230278015137,85,322,413,296,C:\Users\justi\Downloads\coursework\testing_4mm\Modular\OUTPUT\8mm-borosilicate-1\sphere0491v_crop.png
0493,v,sphere0493v.cine,-200,0,-167,0.3718193471431732,95,331,413,296,C:\Users\justi\Downloads\coursework\testing_4mm\Modular\OUTPUT\8mm-borosilicate-1\sphere0493v_crop.png
0495,v,sphere0495v.cine,650,850,687,0.37574902176856995,90,327,413,296,C:\Users\justi\Downloads\coursework\testing_4mm\Modular\OUTPUT\8mm-borosilicate-1\sphere0495v_crop.png
0497,v,sphere0497v.cine,1020,1320,1055,0.37244629859924316,75,310,413,296,C:\Users\justi\Downloads\coursework\testing_4mm\Modular\OUTPUT\8mm-borosilicate-1\sphere0497v_crop.png
0499,v,sphere0499v.cine,390,690,426,0.37172266840934753,89,325,413,296,C:\Users\justi\Downloads\coursework\testing_4mm\Modular\OUTPUT\8mm-borosilicate-1\sphere0499v_crop.png
0501,v,sphere0501v.cine,1270,1470,1304,0.37421876192092896,84,320,413,296,C:\Users\justi\Downloads\coursework\testing_4mm\Modular\OUTPUT\8mm-borosilicate-1\sphere0501v_crop.png
0503,v,sphere0503v.cine,-110,140,-77,0.373228520154953,91,327,413,296,C:\Users\justi\Downloads\coursework\testing_4mm\Modular\OUTPUT\8mm-borosilicate-1\sphere0503v_crop.png
0505,v,sphere0505v.cine,-2510,-2210,-2470,0.37504297494888306,91,326,413,296,C:\Users\justi\Downloads\coursework\testing_4mm\Modular\OUTPUT\8mm-borosilicate-1\sphere0505v_crop.png
0507,v,sphere0507v.cine,-1480,-1180,-1444,0.3893525302410126,127,366,412,296,C:\Users\justi\Downloads\coursework\testing_4mm\Modular\OUTPUT\8mm-borosilicate-1\sphere0507v_crop.png
0509,v,sphere0509v.cine,-880,-580,-847,0.3893164098262787,111,350,413,296,C:\Users\justi\Downloads\coursework\testing_4mm\Modular\OUTPUT\8mm-borosilicate-1\sphere0509v_crop.png
0511,v,sphere0511v.cine,1810,2110,1849,0.38966211676597595,115,350,413,296,C:\Users\justi\Downloads\coursework\testing_4mm\Modular\OUTPUT\8mm-borosilicate-1\sphere0511v_crop.png
