droplet_id,camera,cine_file,first_frame,last_frame,best_frame,dark_fraction,y_top,y_bottom,y_sphere,crop_size_px,crop_path,laplacian_var,tenengrad,tenengrad_var,brenner,norm_laplacian,energy_gradient
0641,v,sphere0641v.cine,-10650,-10150,-10615,0.2877119183540344,74,321,399,296,C:\Users\justi\Downloads\coursework\testing_4mm\Modular\OUTPUT\6mm-borosilicate-2\sphere0641v_crop.png,1091.6979620975858,733044648.0,6289.7252555235855,29129538.0,0.09793960894982814,29522971.0
0642,v,sphere0642v.cine,-8350,-7950,-8319,0.2872988283634186,75,320,399,296,C:\Users\justi\Downloads\coursework\testing_4mm\Modular\OUTPUT\6mm-borosilicate-2\sphere0642v_crop.png,1110.98690197605,763018606.0,6658.726805671572,30008507.0,0.09798569468399887,30465468.0
0643,v,sphere0643v.cine,-6650,-6250,-6622,0.2874443233013153,76,321,399,296,C:\Users\justi\Downloads\coursework\testing_4mm\Modular\OUTPUT\6mm-borosilicate-2\sphere0643v_crop.png,1157.5067499953977,773007556.0,6745.14837855615,30735949.0,0.10242889295040167,31322946.0
0644,v,sphere0644v.cine,-7280,-6880,-7247,0.2872646450996399,79,324,399,296,C:\Users\justi\Downloads\coursework\testing_4mm\Modular\OUTPUT\6mm-borosilicate-2\sphere0644v_crop.png,1143.4230118856715,763083408.0,6607.318811880156,30048813.0,0.09986245097527084,30884451.0
0645,v,sphere0645v.cine,-6740,-6340,-6706,0.2878437638282776,81,328,399,296,C:\Users\justi\Downloads\coursework\testing_4mm\Modular\OUTPUT\6mm-borosilicate-2\sphere0645v_crop.png,1133.5267971241533,781570990.0,6826.793695831285,30932259.0,0.10201856753002267,31142548.0
0646,v,sphere0646v.cine,-8160,-7810,-8128,0.2900068461894989,75,321,394,296,C:\Users\justi\Downloads\coursework\testing_4mm\Modular\OUTPUT\6mm-borosilicate-2\sphere0646v_crop.png,906.4697191105979,732859996.0,6563.099975932038,28217787.0,0.08328067277680383,26629358.0
0647,v,sphere0647v.cine,-9910,-9610,-9877,0.289860337972641,74,316,395,296,C:\Users\justi\Downloads\coursework\testing_4mm\Modular\OUTPUT\6mm-borosilicate-2\sphere0647v_crop.png,904.0880887829397,761533138.0,6916.613504126243,28921085.0,0.08313899212590713,27185444.0
0648,v,sphere0648v.cine,-9260,-8910,-9225,0.2897050678730011,77,321,395,296,C:\Users\justi\Downloads\coursework\testing_4mm\Modular\OUTPUT\6mm-borosilicate-2\sphere0648v_crop.png,958.8601379476437,783444240.0,7102.141013934065,30049114.0,0.08748513429068579,28489755.0
0649,v,sphere0649v.cine,-9840,-9490,-9813,0.28971385955810547,70,313,395,296,C:\Users\justi\Downloads\coursework\testing_4mm\Modular\OUTPUT\6mm-borosilicate-2\sphere0649v_crop.png,950.8992747911965,764339588.0,6872.220876987209,29230976.0,0.08718041335677672,27962908.0
0650,v,sphere0650v.cine,-9420,-9120,-9386,0.28928905725479126,74,316,395,296,C:\Users\justi\Downloads\coursework\testing_4mm\Modular\OUTPUT\6mm-borosilicate-2\sphere0650v_crop.png,951.4676428273635,702653868.0,6113.265638334124,27123463.0,0.08375384642715172,26803599.0
0651,v,sphere0651v.cine,-8220,-7820,-8188,0.2895214855670929,75,318,395,296,C:\Users\justi\Downloads\coursework\testing_4mm\Modular\OUTPUT\6mm-borosilicate-2\sphere0651v_crop.png,894.1643502079064,722367098.0,6451.782956388586,27531463.0,0.0809701399804179,26257363.0
0652,v,sphere0652v.cine,-10650,-10250,-10618,0.2897988259792328,80,324,395,296,C:\Users\justi\Downloads\coursework\testing_4mm\Modular\OUTPUT\6mm-borosilicate-2\sphere0652v_crop.png,857.3661887609102,708943490.0,6402.315790114853,27062501.0,0.08436758939588802,25478246.0
0653,v,sphere0653v.cine,-8510,-8160,-8482,0.28928613662719727,77,320,395,296,C:\Users\justi\Downloads\coursework\testing_4mm\Modular\OUTPUT\6mm-borosilicate-2\sphere0653v_crop.png,957.0535605372582,773582474.0,6975.757461655732,29848863.0,0.08460113862653426,28186114.0
