filename,z_true_mm,z_pred_mm,z_error_mm,sigma_model_px,sigma_native_px,native_size
7_mm_1.cine,8.0,10.267995612962148,2.2679956129621477,13.71826171875,16.02250099182129,299
7_mm_2.cine,7.8,5.028957023890051,-2.771042976109949,6.7734880447387695,7.911222364753485,299
7_mm_3.cine,7.6,10.26989708853334,2.6698970885333395,13.720782279968262,16.02544492855668,299
7_mm_4.cine,7.4,4.563793004432718,-2.8362069955672826,6.156875133514404,7.191037753596902,299
7_mm_5.cine,7.2,4.595442536528022,-2.604557463471978,6.198829174041748,7.240038761869073,299
7_mm_6.cine,7.0,10.26908124543923,3.2690812454392297,13.719700813293457,16.024181809276342,299
7_mm_7.cine,6.8,4.67568365453097,-2.1243163454690297,6.305195331573486,7.36427110992372,299
7_mm_8.cine,6.6,10.269415784274116,3.6694157842741166,13.720144271850586,16.02469975501299,299
7_mm_9.cine,6.4,4.365557881050318,-2.0344421189496824,5.894098281860352,6.8841226026415825,299
7_mm_10.cine,6.2,4.860159879100934,-1.3398401208990665,6.549733638763428,7.649884210899472,299
7_mm_11.cine,6.0,10.269105706343286,4.269105706343286,13.719733238220215,16.024219680577517,299
7_mm_12.cine,5.8,4.713000202545413,-1.0869997974545864,6.354661464691162,7.422046007588506,299
7_mm_13.cine,5.6,10.269515786205405,4.669515786205405,13.720276832580566,16.024854581803083,299
7_mm_14.cine,5.4,5.521114730130933,0.12111473013093299,7.4258832931518555,8.673199627548456,299
7_mm_15.cine,5.2,4.475264316304023,-0.7247356836959771,6.039523124694824,7.053974274545908,299
7_mm_16.cine,5.0,4.798303648530462,-0.20169635146953802,6.467738151550293,7.554116044193506,299
7_mm_17.cine,4.8,10.270089178574016,5.470089178574017,13.721036911010742,16.025742329657078,299
7_mm_18.cine,4.6,10.267950288345808,5.667950288345809,13.718201637268066,16.022430818527937,299
7_mm_19.cine,4.4,5.255148802293625,0.8551488022936242,7.073323726654053,8.261421071365476,299
7_mm_20.cine,4.2,4.72301658303725,0.5230165830372497,6.367938995361328,7.437553748488426,299
7_mm_21.cine,4.0,4.622560326427739,0.6225603264277391,6.234776020050049,7.2820235546678305,299
7_mm_22.cine,3.8,4.996146678009608,1.1961466780096082,6.729995250701904,7.86042414046824,299
