filename,z_true_mm,z_pred_mm,z_error_mm,sigma_model_px,sigma_native_px,native_size
7_mm_34.cine,1.4000000000000004,1.0614977947900446,-0.3385022052099558,0.5264822244644165,1.7686512228101492,860
7_mm_35.cine,1.2000000000000002,1.0000286373935403,-0.19997136260645987,0.49815288186073303,1.6734823375009,860
7_mm_36.cine,1.0,0.9521700250264592,-0.0478299749735408,0.4760962426662445,1.5993858152069151,860
7_mm_37.cine,0.7999999999999998,0.8992082908382671,0.09920829083826732,0.4516877233982086,1.517388445790857,860
7_mm_38.cine,0.5999999999999996,0.8604005483289056,0.2604005483289059,0.43380236625671387,1.4573048241436481,860
7_mm_39.cine,0.40000000000000036,0.8337701752075096,0.43377017520750927,0.42152920365333557,1.4160746685229242,860
7_mm_40.cine,0.20000000000000018,0.8233114138158903,0.6233114138158902,0.4167090654373169,1.3998820167034864,860
7_mm_41.cine,0.0,0.825013920168293,0.825013920168293,0.41749370098114014,1.4025179017335176,860
7_mm_42.cine,0.1999999999999993,0.8305089133239361,0.6305089133239368,0.42002618312835693,1.411025458946824,860
7_mm_43.cine,0.40000000000000036,0.8590060424990072,0.4590060424990069,0.4331596791744232,1.455145797226578,860
7_mm_44.cine,0.5999999999999996,0.8867718725119955,0.2867718725119959,0.44595614075660706,1.4981339103542268,860
7_mm_45.cine,0.8000000000000007,0.9274777337148421,0.1274777337148414,0.4647162854671478,1.5611562714911997,860
7_mm_46.cine,1.0,0.9781759259568361,-0.021824074043163888,0.48808160424232483,1.63964913925156,860
7_mm_47.cine,1.1999999999999993,1.0388048232673819,-0.1611951767326174,0.5160236954689026,1.7335171019658446,860
7_mm_48.cine,1.4000000000000004,1.1153378122233877,-0.2846621877766127,0.5512955188751221,1.8520083837211132,860
7_mm_49.cine,1.5999999999999996,1.185819169666052,-0.4141808303339476,0.5837783217430115,1.9611302996054292,860
7_mm_50.cine,1.8000000000000007,1.2710157483770526,-0.5289842516229482,0.6230429410934448,2.093034880235791,860
7_mm_51.cine,2.0,1.354582633792199,-0.6454173662078011,0.6615564823150635,2.2224163077771664,860
7_mm_52.cine,2.1999999999999993,1.4302436766962525,-0.7697563233037468,0.6964264512062073,2.3395576095208526,860
7_mm_53.cine,2.4000000000000004,1.5380404969804573,-0.861959503019543,0.7461068630218506,2.5064527429640293,860
7_mm_54.cine,2.5999999999999996,1.646079035919527,-0.9539209640804727,0.7958986759185791,2.6737221144139767,860
7_mm_55.cine,2.8000000000000007,1.7668683955658082,-1.0331316044341925,0.8515669703483582,2.8607327910140157,860
7_mm_56.cine,3.0,1.8532828793452207,-1.1467171206547793,0.8913928866386414,2.994522978551686,860
7_mm_57.cine,3.1999999999999993,1.952046224720384,-1.2479537752796153,0.9369100332260132,3.147432142868638,860
7_mm_58.cine,3.4000000000000004,2.0542308784400065,-1.3457691215599938,0.9840039610862732,3.305638306774199,860
7_mm_59.cine,3.5999999999999996,2.172780492947203,-1.4272195070527967,1.038640022277832,3.489181324839592,860
7_mm_60.cine,3.8000000000000007,2.2844883960787956,-1.515511603921205,1.090122938156128,3.6621317453682423,860
7_mm_61.cine,4.0,2.374163818415598,-1.6258361815844018,1.1314517259597778,3.8009706418961287,860
