filename,sigma_px,defocus_mm,focus_status,diameter_original_px,original_size,material
9mm_26_z-2.00mm.png,4.684079026803374,3.3840975814458667,out_of_focus,805.3330688476562,"(966, 966)",preprocessed_crops
9mm_27_z-1.80mm.png,4.417459197342396,3.186870330176314,out_of_focus,805.8910522460938,"(966, 966)",preprocessed_crops
9mm_28_z-1.60mm.png,4.2482947781682014,3.061733976013205,out_of_focus,806.3020629882812,"(966, 966)",preprocessed_crops
9mm_29_z-1.40mm.png,4.1497543808072805,2.988840479119913,out_of_focus,807.2639770507812,"(966, 966)",preprocessed_crops
9mm_2_z-6.80mm.png,8.374217228963971,6.113811331125618,out_of_focus,795.0779418945312,"(966, 966)",preprocessed_crops
9mm_30_z-1.20mm.png,3.9988710042089224,2.8772271993090115,out_of_focus,807.35791015625,"(966, 966)",preprocessed_crops
9mm_31_z-1.00mm.png,3.955321278423071,2.845012068395265,out_of_focus,807.9856567382812,"(966, 966)",preprocessed_crops
9mm_32_z-0.80mm.png,3.8361053997650743,2.756824253921989,out_of_focus,808.32861328125,"(966, 966)",preprocessed_crops
9mm_33_z-0.60mm.png,3.831424931064248,2.75336196089456,out_of_focus,808.936767578125,"(966, 966)",preprocessed_crops
9mm_34_z-0.40mm.png,3.7466807831078768,2.690673992800043,out_of_focus,809.4200439453125,"(966, 966)",preprocessed_crops
9mm_35_z-0.20mm.png,3.783995881676674,2.7182771697147343,out_of_focus,809.7203369140625,"(966, 966)",preprocessed_crops
9mm_36_z+0.00mm.png,3.785564884543419,2.719437811529215,out_of_focus,810.3812255859375,"(966, 966)",preprocessed_crops
9mm_37_z+0.20mm.png,3.7410340821370482,2.6864969467286044,out_of_focus,810.86181640625,"(966, 966)",preprocessed_crops
9mm_38_z+0.40mm.png,3.796825898811221,2.7277679454695,out_of_focus,811.1209106445312,"(966, 966)",preprocessed_crops
9mm_39_z+0.60mm.png,3.855017552152276,2.770814180471937,out_of_focus,811.4752807617188,"(966, 966)",preprocessed_crops
9mm_3_z-6.60mm.png,8.37601924315095,6.11514433889764,out_of_focus,794.5669555664062,"(966, 966)",preprocessed_crops
9mm_40_z+0.80mm.png,3.936726705171168,2.831257065331849,out_of_focus,811.825927734375,"(966, 966)",preprocessed_crops
9mm_41_z+1.00mm.png,3.9832826368510723,2.8656959833001188,out_of_focus,812.3037719726562,"(966, 966)",preprocessed_crops
9mm_42_z+1.20mm.png,4.095463642850518,2.948679876518616,out_of_focus,812.5031127929688,"(966, 966)",preprocessed_crops
9mm_43_z+1.40mm.png,4.1689377799630165,3.0030310556165727,out_of_focus,812.5918579101562,"(966, 966)",preprocessed_crops
9mm_44_z+1.60mm.png,4.3612323962152,3.1452775594644886,out_of_focus,813.1572875976562,"(966, 966)",preprocessed_crops
9mm_45_z+1.80mm.png,4.355548809282482,3.1410732276623197,out_of_focus,813.0988159179688,"(966, 966)",preprocessed_crops
9mm_46_z+2.00mm.png,4.555021343752742,3.288629468159797,out_of_focus,813.41064453125,"(966, 966)",preprocessed_crops
9mm_47_z+2.20mm.png,4.665698122233152,3.3705006359689986,out_of_focus,813.4691162109375,"(966, 966)",preprocessed_crops
9mm_48_z+2.40mm.png,4.841234816238284,3.500350766492181,out_of_focus,813.6532592773438,"(966, 966)",preprocessed_crops
9mm_49_z+2.60mm.png,4.969332564622164,3.5951087852736348,out_of_focus,814.0081787109375,"(966, 966)",preprocessed_crops
9mm_4_z-6.40mm.png,8.379555797204375,6.117760441519614,out_of_focus,794.5382690429688,"(966, 966)",preprocessed_crops
9mm_50_z+2.80mm.png,5.151555513963103,3.7299049536209123,out_of_focus,814.0047607421875,"(966, 966)",preprocessed_crops
9mm_51_z+3.00mm.png,5.293315462768078,3.8347693408626333,out_of_focus,814.3478393554688,"(966, 966)",preprocessed_crops
9mm_52_z+3.20mm.png,5.406234188005328,3.9182989486957376,out_of_focus,814.205078125,"(966, 966)",preprocessed_crops
9mm_53_z+3.40mm.png,5.630177409388125,4.083956942263099,out_of_focus,814.7946166992188,"(966, 966)",preprocessed_crops
9mm_54_z+3.60mm.png,5.732786058448255,4.15985985560426,out_of_focus,814.7915649414062,"(966, 966)",preprocessed_crops
9mm_55_z+3.80mm.png,5.997457679361105,4.355645954437311,out_of_focus,815.3164672851562,"(966, 966)",preprocessed_crops
9mm_56_z+4.00mm.png,6.152510519139469,4.470343520079183,out_of_focus,815.1387939453125,"(966, 966)",preprocessed_crops
9mm_57_z+4.20mm.png,6.303695281036198,4.58217974427532,out_of_focus,815.69873046875,"(966, 966)",preprocessed_crops
9mm_58_z+4.40mm.png,6.368438690900803,4.630072524010529,out_of_focus,815.6575927734375,"(966, 966)",preprocessed_crops
9mm_59_z+4.60mm.png,6.61595204193145,4.8131660995145795,out_of_focus,815.756591796875,"(966, 966)",preprocessed_crops
9mm_5_z-6.20mm.png,8.354169258847833,6.0989812037208635,out_of_focus,794.4420776367188,"(966, 966)",preprocessed_crops
9mm_60_z+4.80mm.png,6.780093672685325,4.934586935758969,out_of_focus,816.3946533203125,"(966, 966)",preprocessed_crops
9mm_61_z+5.00mm.png,6.936861709691584,5.050553287879802,out_of_focus,816.27099609375,"(966, 966)",preprocessed_crops
9mm_6_z-6.00mm.png,8.450177120044827,6.170001302272548,out_of_focus,794.7772216796875,"(966, 966)",preprocessed_crops
9mm_7_z-5.80mm.png,8.341993292793632,6.089974250557341,out_of_focus,794.2869262695312,"(966, 966)",preprocessed_crops
9mm_8_z-5.60mm.png,8.103290738537908,5.913398304416892,out_of_focus,795.0668334960938,"(966, 966)",preprocessed_crops
9mm_9_z-5.40mm.png,8.016583537682891,5.849258203043019,out_of_focus,795.7617797851562,"(966, 966)",preprocessed_crops
