camera,filename,config,det_source,flat_geom,radius,eccentricity,m_in,m_out,test_type,sigma_target,kernel_applied,native_sigma,measured,error_pct,int_var,int_max
v,sphere0717v_crop.png,ContourDistMap 20% of radius,contour,distmap,93,0.9756789513004592,18,18,fixed_kernel,8.042263026785307,8.0,0.8234042700872761,8.688062064634234,8.03006611072095,0.0,0.0
v,sphere0717v_crop.png,ContourDistMap 20% of radius,contour,distmap,93,0.9756789513004592,18,18,fixed_kernel,10.03384246398148,10.0,0.8234042700872761,10.715704156553198,6.7956188770094625,0.0,0.0
v,sphere0717v_crop.png,ContourDistMap 20% of radius,contour,distmap,93,0.9756789513004592,18,18,fixed_kernel,12.028216600643587,12.0,0.8234042700872761,12.708333372117467,5.654344231192924,0.0,0.0
v,sphere0717v_crop.png,ContourDistMap 14% min 10px,contour,distmap,93,0.9756789513004592,13,13,quadrature,2.0,1.8152955846008036,0.8394652705912417,0.0,-100.0,0.0,0.0
v,sphere0717v_crop.png,ContourDistMap 14% min 10px,contour,distmap,93,0.9756789513004592,13,13,quadrature,4.0,3.910920359643133,0.8394652705912417,4.441995755713366,11.04989389283415,0.0,0.0
v,sphere0717v_crop.png,ContourDistMap 14% min 10px,contour,distmap,93,0.9756789513004592,13,13,quadrature,6.0,5.94098460353763,0.8394652705912417,6.613490812170554,10.224846869509227,0.0,0.0
v,sphere0717v_crop.png,ContourDistMap 14% min 10px,contour,distmap,93,0.9756789513004592,13,13,quadrature,8.0,7.955834215182665,0.8394652705912417,8.640508035937906,8.00635044922382,0.0,0.0
v,sphere0717v_crop.png,ContourDistMap 14% min 10px,contour,distmap,93,0.9756789513004592,13,13,quadrature,10.0,9.964702607678323,0.8394652705912417,10.607070426736254,6.070704267362537,0.0,0.0
v,sphere0717v_crop.png,ContourDistMap 14% min 10px,contour,distmap,93,0.9756789513004592,13,13,quadrature,12.0,11.970601407593152,0.8394652705912417,12.571579276182867,4.763160634857222,0.0,0.0
v,sphere0717v_crop.png,ContourDistMap 14% min 10px,contour,distmap,93,0.9756789513004592,13,13,fixed_kernel,2.169032489505131,2.0,0.8394652705912417,2.3896655824008235,10.171958878588775,0.0,0.0
v,sphere0717v_crop.png,ContourDistMap 14% min 10px,contour,distmap,93,0.9756789513004592,13,13,fixed_kernel,4.08713860060175,4.0,0.8394652705912417,4.539201189433156,11.060613133228426,0.0,0.0
v,sphere0717v_crop.png,ContourDistMap 14% min 10px,contour,distmap,93,0.9756789513004592,13,13,fixed_kernel,6.058440553519431,6.0,0.8394652705912417,6.674391275475805,10.1668196050642,0.0,0.0
v,sphere0717v_crop.png,ContourDistMap 14% min 10px,contour,distmap,93,0.9756789513004592,13,13,fixed_kernel,8.043923292804875,8.0,0.8394652705912417,8.683982078588857,7.957047357183294,0.0,0.0
v,sphere0717v_crop.png,ContourDistMap 14% min 10px,contour,distmap,93,0.9756789513004592,13,13,fixed_kernel,10.03517323918869,10.0,0.8394652705912417,10.641482021699183,6.041836728266689,0.0,0.0
v,sphere0717v_crop.png,ContourDistMap 14% min 10px,contour,distmap,93,0.9756789513004592,13,13,fixed_kernel,12.029326745106262,12.0,0.8394652705912417,12.600453261266864,4.747784545738988,0.0,0.0
v,sphere0717v_crop.png,ContourDistMap In8% Out14%,contour,distmap,93,0.9756789513004592,7,13,quadrature,2.0,1.81527273349196,0.8395146830405218,2.202143071908257,10.107153595412854,0.0,0.0
v,sphere0717v_crop.png,ContourDistMap In8% Out14%,contour,distmap,93,0.9756789513004592,7,13,quadrature,4.0,3.9109097531085237,0.8395146830405218,4.440252893660711,11.006322341517771,0.0,0.0
v,sphere0717v_crop.png,ContourDistMap In8% Out14%,contour,distmap,93,0.9756789513004592,7,13,quadrature,6.0,5.940977621314473,0.8395146830405218,6.609781914621944,10.163031910365738,0.0,0.0
v,sphere0717v_crop.png,ContourDistMap In8% Out14%,contour,distmap,93,0.9756789513004592,7,13,quadrature,8.0,7.95582900123924,0.8395146830405218,8.635615653997984,7.945195674974803,0.0,0.0
v,sphere0717v_crop.png,ContourDistMap In8% Out14%,contour,distmap,93,0.9756789513004592,7,13,quadrature,10.0,9.964698444858197,0.8395146830405218,10.60157272255324,6.015727225532395,0.0,0.0
v,sphere0717v_crop.png,ContourDistMap In8% Out14%,contour,distmap,93,0.9756789513004592,7,13,quadrature,12.0,11.970597942331844,0.8395146830405218,12.565704151293922,4.71420126078268,0.0,0.0
v,sphere0717v_crop.png,ContourDistMap In8% Out14%,contour,distmap,93,0.9756789513004592,7,13,fixed_kernel,2.169051613733668,2.0,0.8395146830405218,2.3905479635730007,10.211668013656114,0.0,0.0
v,sphere0717v_crop.png,ContourDistMap In8% Out14%,contour,distmap,93,0.9756789513004592,7,13,fixed_kernel,4.087148749805985,4.0,0.8395146830405218,4.537359086036023,11.015266724789722,0.0,0.0
v,sphere0717v_crop.png,ContourDistMap In8% Out14%,contour,distmap,93,0.9756789513004592,7,13,fixed_kernel,6.058447400369225,6.0,0.8395146830405218,6.670640842320067,10.104790905893353,0.0,0.0
v,sphere0717v_crop.png,ContourDistMap In8% Out14%,contour,distmap,93,0.9756789513004592,7,13,fixed_kernel,8.043928449647016,8.0,0.8395146830405218,8.679077267316188,7.896002825547809,0.0,0.0
v,sphere0717v_crop.png,ContourDistMap In8% Out14%,contour,distmap,93,0.9756789513004592,7,13,fixed_kernel,10.035177372774267,10.0,0.8395146830405218,10.635980217767642,5.986967869879116,0.0,0.0
v,sphere0717v_crop.png,ContourDistMap In8% Out14%,contour,distmap,93,0.9756789513004592,7,13,fixed_kernel,12.029330193449702,12.0,0.8395146830405218,12.594576688703434,4.698902483876647,0.0,0.0
v,sphere0925v_crop.png,Raw (no flattening),circle,none,95,0.9556806002316994,0,0,quadrature,2.0,1.864192504927035,0.7244213584467726,1.820203054573819,-8.98984727130905,0.04098225384950638,0.9490196108818054
v,sphere0925v_crop.png,Raw (no flattening),circle,none,95,0.9556806002316994,0,0,quadrature,4.0,3.9338548137197606,0.7244213584467726,3.5350979619726535,-11.622550950683664,0.04098225384950638,0.9490196108818054
v,sphere0925v_crop.png,Raw (no flattening),circle,none,95,0.9556806002316994,0,0,quadrature,6.0,5.956107260235172,0.7244213584467726,5.221687759108747,-12.971870681520889,0.04098225384950638,0.9490196108818054
v,sphere0925v_crop.png,Raw (no flattening),circle,none,95,0.9556806002316994,0,0,quadrature,8.0,7.967133342390231,0.7244213584467726,6.869437828244221,-14.132027146947234,0.04098225384950638,0.9490196108818054
v,sphere0925v_crop.png,Raw (no flattening),circle,none,95,0.9556806002316994,0,0,quadrature,10.0,9.973726169061697,0.7244213584467726,8.485986369704559,-15.140136302954408,0.04098225384950638,0.9490196108818054
v,sphere0925v_crop.png,Raw (no flattening),circle,none,95,0.9556806002316994,0,0,quadrature,12.0,11.97811394566883,0.7244213584467726,10.049069878640179,-16.257751011331845,0.04098225384950638,0.9490196108818054
v,sphere0925v_crop.png,Raw (no flattening),circle,none,95,0.9556806002316994,0,0,fixed_kernel,2.127154508862454,2.0,0.7244213584467726,1.9305158042622883,-9.244213515327706,0.04098225384950638,0.9490196108818054
v,sphere0925v_crop.png,Raw (no flattening),circle,none,95,0.9556806002316994,0,0,fixed_kernel,4.0650690405667,4.0,0.7244213584467726,3.590344707236162,-11.678137040062612,0.04098225384950638,0.9490196108818054
v,sphere0925v_crop.png,Raw (no flattening),circle,none,95,0.9556806002316994,0,0,fixed_kernel,6.043573967825153,6.0,0.7244213584467726,5.258044914798335,-12.997756910212837,0.04098225384950638,0.9490196108818054
v,sphere0925v_crop.png,Raw (no flattening),circle,none,95,0.9556806002316994,0,0,fixed_kernel,8.032732181803018,8.0,0.7244213584467726,6.8962161145392145,-14.148561679155879,0.04098225384950638,0.9490196108818054
v,sphere0925v_crop.png,Raw (no flattening),circle,none,95,0.9556806002316994,0,0,fixed_kernel,10.026204980179383,10.0,0.7244213584467726,8.506828049701701,-15.154058125495238,0.04098225384950638,0.9490196108818054
v,sphere0925v_crop.png,Raw (no flattening),circle,none,95,0.9556806002316994,0,0,fixed_kernel,12.021846210319522,12.0,0.7244213584467726,10.065779733812558,-16.270932453185775,0.04098225384950638,0.9490196108818054
v,sphere0925v_crop.png,CircDet+CircFlat 10% of radius,circle,circle,94,0.9556806002316994,9,9,quadrature,2.0,1.72634925611518,1.0098109951424394,2.3432771108439567,17.163855542197837,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat 10% of radius,circle,circle,94,0.9556806002316994,9,9,quadrature,4.0,3.8704368944719194,1.0098109951424394,4.801256248675382,20.03140621688455,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat 10% of radius,circle,circle,94,0.9556806002316994,9,9,quadrature,6.0,5.914413052373789,1.0098109951424394,6.855754868723878,14.262581145397965,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat 10% of radius,circle,circle,94,0.9556806002316994,9,9,quadrature,8.0,7.936011703248013,1.0098109951424394,8.779201828920495,9.740022861506192,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat 10% of radius,circle,circle,94,0.9556806002316994,9,9,quadrature,10.0,9.94888344258236,1.0098109951424394,10.686519242093672,6.86519242093672,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat 10% of radius,circle,circle,94,0.9556806002316994,9,9,quadrature,12.0,11.957436253398528,1.0098109951424394,12.623530027435194,5.196083561959952,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat 10% of radius,circle,circle,94,0.9556806002316994,9,9,fixed_kernel,2.240472772856337,2.0,1.0098109951424394,2.6551164149010495,18.506970808491054,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat 10% of radius,circle,circle,94,0.9556806002316994,9,9,fixed_kernel,4.125496121184768,4.0,1.0098109951424394,4.939801261389622,19.738356703896265,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat 10% of radius,circle,circle,94,0.9556806002316994,9,9,fixed_kernel,6.0843831442398955,6.0,1.0098109951424394,6.937665270049719,14.024135324509075,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat 10% of radius,circle,circle,94,0.9556806002316994,9,9,fixed_kernel,8.063480529269638,8.0,1.0098109951424394,8.839420567489777,9.622892191573511,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat 10% of radius,circle,circle,94,0.9556806002316994,9,9,fixed_kernel,10.050856592644756,10.0,1.0098109951424394,10.735275589462702,6.809558872015009,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat 10% of radius,circle,circle,94,0.9556806002316994,9,9,fixed_kernel,12.042413306555732,12.0,1.0098109951424394,12.664913266864001,5.169229326894045,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat 14% of radius,circle,circle,94,0.9556806002316994,13,13,quadrature,2.0,1.7492566431639636,0.9695881581097936,2.261217059614713,13.06085298073565,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat 14% of radius,circle,circle,94,0.9556806002316994,13,13,quadrature,4.0,3.880708544023019,0.9695881581097936,4.70987808931828,17.746952232956993,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat 14% of radius,circle,circle,94,0.9556806002316994,13,13,quadrature,6.0,5.92113999189795,0.9695881581097936,6.960348189424648,16.00580315707747,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat 14% of radius,circle,circle,94,0.9556806002316994,13,13,quadrature,8.0,7.9410263066969655,0.9695881581097936,8.967979857659625,12.09974822074531,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat 14% of radius,circle,circle,94,0.9556806002316994,13,13,quadrature,10.0,9.952883944046231,0.9695881581097936,10.890150622841931,8.901506228419311,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat 14% of radius,circle,circle,94,0.9556806002316994,13,13,quadrature,12.0,11.960764975688354,0.9695881581097936,12.821145376260048,6.842878135500404,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat 14% of radius,circle,circle,94,0.9556806002316994,13,13,fixed_kernel,2.222633842167158,2.0,0.9695881581097936,2.529280860508408,13.796560302629826,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat 14% of radius,circle,circle,94,0.9556806002316994,13,13,fixed_kernel,4.115835419006297,4.0,0.9695881581097936,4.84940868209628,17.823192339092436,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat 14% of radius,circle,circle,94,0.9556806002316994,13,13,fixed_kernel,6.07783688464463,6.0,0.9695881581097936,7.041284822819721,15.851822884704209,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat 14% of radius,circle,circle,94,0.9556806002316994,13,13,fixed_kernel,8.058542125989462,8.0,0.9695881581097936,9.024573913694432,11.987674353521571,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat 14% of radius,circle,circle,94,0.9556806002316994,13,13,fixed_kernel,10.046895102286415,10.0,0.9695881581097936,10.935100077586284,8.84059170775792,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat 14% of radius,circle,circle,94,0.9556806002316994,13,13,fixed_kernel,12.039107159434488,12.0,0.9695881581097936,12.85911330092003,6.8111873299752155,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat 20% of radius,circle,circle,94,0.9556806002316994,18,18,quadrature,2.0,1.7699116731395519,0.9313499177453938,2.203035303006163,10.151765150308156,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat 20% of radius,circle,circle,94,0.9556806002316994,18,18,quadrature,4.0,3.8900626384051513,0.9313499177453938,4.476616166794242,11.915404169856059,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat 20% of radius,circle,circle,94,0.9556806002316994,18,18,quadrature,6.0,5.927274865460151,0.9313499177453938,6.768893706749556,12.8148951124926,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat 20% of radius,circle,circle,94,0.9556806002316994,18,18,quadrature,8.0,7.9456017601384765,0.9313499177453938,8.947236370788119,11.840454634851483,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat 20% of radius,circle,circle,94,0.9556806002316994,18,18,quadrature,10.0,9.956534905815158,0.9313499177453938,10.976693118457959,9.76693118457959,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat 20% of radius,circle,circle,94,0.9556806002316994,18,18,quadrature,12.0,11.963803213473366,0.9313499177453938,12.972241550516753,8.102012920972937,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat 20% of radius,circle,circle,94,0.9556806002316994,18,18,fixed_kernel,2.2062213554592276,2.0,0.9313499177453938,2.4360716054377547,10.418276906338962,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat 20% of radius,circle,circle,94,0.9556806002316994,18,18,fixed_kernel,4.106995576974043,4.0,0.9313499177453938,4.5991869245912085,11.984219081623717,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat 20% of radius,circle,circle,94,0.9556806002316994,18,18,fixed_kernel,6.071854137681862,6.0,0.9313499177453938,6.8502778779547935,12.820198289053776,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat 20% of radius,circle,circle,94,0.9556806002316994,18,18,fixed_kernel,8.054030833643758,8.0,0.9313499177453938,9.003112348542068,11.783931977684425,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat 20% of radius,circle,circle,94,0.9556806002316994,18,18,fixed_kernel,10.043276988577201,10.0,0.9313499177453938,11.019890506903817,9.724052412747103,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat 20% of radius,circle,circle,94,0.9556806002316994,18,18,fixed_kernel,12.036087930440038,12.0,0.9313499177453938,13.007969291863313,8.074727993348443,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat 14% min 10px,circle,circle,94,0.9556806002316994,13,13,quadrature,2.0,1.7492566431639636,0.9695881581097936,2.261217059614713,13.06085298073565,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat 14% min 10px,circle,circle,94,0.9556806002316994,13,13,quadrature,4.0,3.880708544023019,0.9695881581097936,4.70987808931828,17.746952232956993,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat 14% min 10px,circle,circle,94,0.9556806002316994,13,13,quadrature,6.0,5.92113999189795,0.9695881581097936,6.960348189424648,16.00580315707747,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat 14% min 10px,circle,circle,94,0.9556806002316994,13,13,quadrature,8.0,7.9410263066969655,0.9695881581097936,8.967979857659625,12.09974822074531,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat 14% min 10px,circle,circle,94,0.9556806002316994,13,13,quadrature,10.0,9.952883944046231,0.9695881581097936,10.890150622841931,8.901506228419311,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat 14% min 10px,circle,circle,94,0.9556806002316994,13,13,quadrature,12.0,11.960764975688354,0.9695881581097936,12.821145376260048,6.842878135500404,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat 14% min 10px,circle,circle,94,0.9556806002316994,13,13,fixed_kernel,2.222633842167158,2.0,0.9695881581097936,2.529280860508408,13.796560302629826,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat 14% min 10px,circle,circle,94,0.9556806002316994,13,13,fixed_kernel,4.115835419006297,4.0,0.9695881581097936,4.84940868209628,17.823192339092436,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat 14% min 10px,circle,circle,94,0.9556806002316994,13,13,fixed_kernel,6.07783688464463,6.0,0.9695881581097936,7.041284822819721,15.851822884704209,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat 14% min 10px,circle,circle,94,0.9556806002316994,13,13,fixed_kernel,8.058542125989462,8.0,0.9695881581097936,9.024573913694432,11.987674353521571,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat 14% min 10px,circle,circle,94,0.9556806002316994,13,13,fixed_kernel,10.046895102286415,10.0,0.9695881581097936,10.935100077586284,8.84059170775792,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat 14% min 10px,circle,circle,94,0.9556806002316994,13,13,fixed_kernel,12.039107159434488,12.0,0.9695881581097936,12.85911330092003,6.8111873299752155,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat In8% Out14%,circle,circle,94,0.9556806002316994,7,13,quadrature,2.0,1.74924541750099,0.969608410314075,2.2611963730217184,13.05981865108592,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat In8% Out14%,circle,circle,94,0.9556806002316994,7,13,quadrature,4.0,3.880703483989496,0.969608410314075,4.708070919241598,17.701772981039944,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat In8% Out14%,circle,circle,94,0.9556806002316994,7,13,quadrature,6.0,5.921136675558858,0.969608410314075,6.954377300449718,15.906288340828626,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat In8% Out14%,circle,circle,94,0.9556806002316994,7,13,quadrature,8.0,7.941023833905059,0.969608410314075,8.959476539546761,11.99345674433452,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat In8% Out14%,circle,circle,94,0.9556806002316994,7,13,quadrature,10.0,9.95288197110004,0.969608410314075,10.88059253601159,8.805925360115907,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat In8% Out14%,circle,circle,94,0.9556806002316994,7,13,quadrature,12.0,11.960763333945215,0.969608410314075,12.811267153596514,6.7605596133042845,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat In8% Out14%,circle,circle,94,0.9556806002316994,7,13,fixed_kernel,2.2226426769392753,2.0,0.969608410314075,2.529270245915641,13.795630406890774,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat In8% Out14%,circle,circle,94,0.9556806002316994,7,13,fixed_kernel,4.11584018996751,4.0,0.969608410314075,4.847361974880751,17.77332819423719,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat In8% Out14%,circle,circle,94,0.9556806002316994,7,13,fixed_kernel,6.0778401154811394,6.0,0.969608410314075,7.035187962049715,15.751448349720024,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat In8% Out14%,circle,circle,94,0.9556806002316994,7,13,fixed_kernel,8.058544562720478,8.0,0.969608410314075,9.01602745541937,11.881585877532897,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat In8% Out14%,circle,circle,94,0.9556806002316994,7,13,fixed_kernel,10.0468970567709,10.0,0.969608410314075,10.925529615998677,8.745312649895622,0.0,0.0
v,sphere0925v_crop.png,CircDet+CircFlat In8% Out14%,circle,circle,94,0.9556806002316994,7,13,fixed_kernel,12.039108790494078,12.0,0.969608410314075,12.849235386289326,6.729124305570803,0.0,0.0
v,sphere0925v_crop.png,ContourDistMap 10% of radius,contour,distmap,91,0.9556806002316994,9,9,quadrature,2.0,1.7228466138944776,1.0157753417918418,2.3385000270866754,16.92500135433377,0.0,0.0
v,sphere0925v_crop.png,ContourDistMap 10% of radius,contour,distmap,91,0.9556806002316994,9,9,quadrature,4.0,3.8688758645125416,1.0157753417918418,4.799419284772961,19.985482119324026,0.0,0.0
v,sphere0925v_crop.png,ContourDistMap 10% of radius,contour,distmap,91,0.9556806002316994,9,9,quadrature,6.0,5.913391620297752,1.0157753417918418,6.857068468686284,14.284474478104741,0.0,0.0
v,sphere0925v_crop.png,ContourDistMap 10% of radius,contour,distmap,91,0.9556806002316994,9,9,quadrature,8.0,7.93525049730679,1.0157753417918418,8.781573540299945,9.769669253749313,0.0,0.0
v,sphere0925v_crop.png,ContourDistMap 10% of radius,contour,distmap,91,0.9556806002316994,9,9,quadrature,10.0,9.948276255462936,1.0157753417918418,10.689017793658032,6.890177936580315,0.0,0.0
v,sphere0925v_crop.png,ContourDistMap 10% of radius,contour,distmap,91,0.9556806002316994,9,9,quadrature,12.0,11.956931063404507,1.0157753417918418,12.625757759482589,5.2146479956882414,0.0,0.0
v,sphere0925v_crop.png,ContourDistMap 10% of radius,contour,distmap,91,0.9556806002316994,9,9,fixed_kernel,2.2431673020513503,2.0,1.0157753417918418,2.65408523679673,18.318648563109853,0.0,0.0
v,sphere0925v_crop.png,ContourDistMap 10% of radius,contour,distmap,91,0.9556806002316994,9,9,fixed_kernel,4.126960085219183,4.0,1.0157753417918418,4.939803086809183,19.69592593107985,0.0,0.0
v,sphere0925v_crop.png,ContourDistMap 10% of radius,contour,distmap,91,0.9556806002316994,9,9,fixed_kernel,6.085375875407561,6.0,1.0157753417918418,6.940040041400579,14.044558355826755,0.0,0.0
v,sphere0925v_crop.png,ContourDistMap 10% of radius,contour,distmap,91,0.9556806002316994,9,9,fixed_kernel,8.064229631216632,8.0,1.0157753417918418,8.842520150956705,9.651145308751017,0.0,0.0
v,sphere0925v_crop.png,ContourDistMap 10% of radius,contour,distmap,91,0.9556806002316994,9,9,fixed_kernel,10.051457583106657,10.0,1.0157753417918418,10.738346205691037,6.83372154640362,0.0,0.0
v,sphere0925v_crop.png,ContourDistMap 10% of radius,contour,distmap,91,0.9556806002316994,9,9,fixed_kernel,12.042914910643201,12.0,1.0157753417918418,12.667623779127364,5.187355994121175,0.0,0.0
v,sphere0925v_crop.png,ContourDistMap 14% of radius,contour,distmap,91,0.9556806002316994,12,12,quadrature,2.0,1.7418787350874902,0.9827809889543065,2.2762775132157773,13.813875660788867,0.0,0.0
v,sphere0925v_crop.png,ContourDistMap 14% of radius,contour,distmap,91,0.9556806002316994,12,12,quadrature,4.0,3.8773884932709533,0.9827809889543065,4.74834250108332,18.708562527082996,0.0,0.0
v,sphere0925v_crop.png,ContourDistMap 14% of radius,contour,distmap,91,0.9556806002316994,12,12,quadrature,6.0,5.918964565508903,0.9827809889543065,6.95541784801827,15.923630800304494,0.0,0.0
v,sphere0925v_crop.png,ContourDistMap 14% of radius,contour,distmap,91,0.9556806002316994,12,12,quadrature,8.0,7.939404355979735,0.9827809889543065,8.93597121404704,11.699640175588,0.0,0.0
v,sphere0925v_crop.png,ContourDistMap 14% of radius,contour,distmap,91,0.9556806002316994,12,12,quadrature,10.0,9.951589899495959,0.9827809889543065,10.849446164897627,8.494461648976266,0.0,0.0
v,sphere0925v_crop.png,ContourDistMap 14% of radius,contour,distmap,91,0.9556806002316994,12,12,quadrature,12.0,11.959688186894757,0.9827809889543065,12.778593582820417,6.488279856836805,0.0,0.0
v,sphere0925v_crop.png,ContourDistMap 14% of radius,contour,distmap,91,0.9556806002316994,12,12,fixed_kernel,2.2284206228290935,2.0,0.9827809889543065,2.558691901741562,14.820867996328817,0.0,0.0
v,sphere0925v_crop.png,ContourDistMap 14% of radius,contour,distmap,91,0.9556806002316994,12,12,fixed_kernel,4.118963276390068,4.0,0.9827809889543065,4.890004331344021,18.7192990860969,0.0,0.0
v,sphere0925v_crop.png,ContourDistMap 14% of radius,contour,distmap,91,0.9556806002316994,12,12,fixed_kernel,6.079955466304832,6.0,0.9827809889543065,7.036977211161499,15.740604518577321,0.0,0.0
v,sphere0925v_crop.png,ContourDistMap 14% of radius,contour,distmap,91,0.9556806002316994,12,12,fixed_kernel,8.06014010251993,8.0,0.9827809889543065,8.993661024028945,11.581944105626125,0.0,0.0
v,sphere0925v_crop.png,ContourDistMap 14% of radius,contour,distmap,91,0.9556806002316994,12,12,fixed_kernel,10.04817687305762,10.0,0.9827809889543065,10.89552837964072,8.432888048130597,0.0,0.0
v,sphere0925v_crop.png,ContourDistMap 14% of radius,contour,distmap,91,0.9556806002316994,12,12,fixed_kernel,12.040176845555468,12.0,0.9827809889543065,12.817594860318756,6.4568654159782195,0.0,0.0
v,sphere0925v_crop.png,ContourDistMap 20% of radius,contour,distmap,91,0.9556806002316994,18,18,quadrature,2.0,1.7688613126126356,0.9333432684400225,2.201441054796285,10.072052739814241,0.0,0.0
v,sphere0925v_crop.png,ContourDistMap 20% of radius,contour,distmap,91,0.9556806002316994,18,18,quadrature,4.0,3.889584854873036,0.9333432684400225,4.473041223211664,11.82603058029159,0.0,0.0
v,sphere0925v_crop.png,ContourDistMap 20% of radius,contour,distmap,91,0.9556806002316994,18,18,quadrature,6.0,5.926961307724026,0.9333432684400225,6.76678694186519,12.779782364419836,0.0,0.0
v,sphere0925v_crop.png,ContourDistMap 20% of radius,contour,distmap,91,0.9556806002316994,18,18,quadrature,8.0,7.945367854495958,0.9333432684400225,8.944044467108363,11.800555838854532,0.0,0.0
v,sphere0925v_crop.png,ContourDistMap 20% of radius,contour,distmap,91,0.9556806002316994,18,18,quadrature,10.0,9.95634824337004,0.9333432684400225,10.970501645790485,9.705016457904847,0.0,0.0
v,sphere0925v_crop.png,ContourDistMap 20% of radius,contour,distmap,91,0.9556806002316994,18,18,quadrature,12.0,11.963647869410805,0.9333432684400225,12.95228139295153,7.935678274596085,0.0,0.0
v,sphere0925v_crop.png,ContourDistMap 20% of radius,contour,distmap,91,0.9556806002316994,18,18,fixed_kernel,2.2070635823968243,2.0,0.9333432684400225,2.4354585885263873,10.34836549119853,0.0,0.0
v,sphere0925v_crop.png,ContourDistMap 20% of radius,contour,distmap,91,0.9556806002316994,18,18,fixed_kernel,4.107448071095033,4.0,0.9333432684400225,4.595867103367824,11.891057995593357,0.0,0.0
v,sphere0925v_crop.png,ContourDistMap 20% of radius,contour,distmap,91,0.9556806002316994,18,18,fixed_kernel,6.072160213362483,6.0,0.9333432684400225,6.847989962936817,12.776832664379178,0.0,0.0
v,sphere0925v_crop.png,ContourDistMap 20% of radius,contour,distmap,91,0.9556806002316994,18,18,fixed_kernel,8.054261583580601,8.0,0.9333432684400225,9.000185991345752,11.74439640368163,0.0,0.0
v,sphere0925v_crop.png,ContourDistMap 20% of radius,contour,distmap,91,0.9556806002316994,18,18,fixed_kernel,10.043462035411011,10.0,0.9333432684400225,11.013774204910796,9.661132446945885,0.0,0.0
