filename,sigma_px,defocus_mm,focus_status,diameter_original_px,original_size,material
7_mm_10_z-6.20mm.png,6.501748021692038,4.118641168508826,out_of_focus,705.42822265625,"(860, 860)",preprocessed_crops
7_mm_11_z-6.00mm.png,6.125731933861971,3.8757707440943903,out_of_focus,705.7979125976562,"(860, 860)",preprocessed_crops
7_mm_12_z-5.80mm.png,5.920611461624503,3.743282540103189,out_of_focus,706.1404418945312,"(860, 860)",preprocessed_crops
7_mm_13_z-5.60mm.png,5.760319055989385,3.6397489790482007,out_of_focus,706.7344970703125,"(860, 860)",preprocessed_crops
7_mm_14_z-5.40mm.png,5.550543935969472,3.504254317836124,out_of_focus,707.0875244140625,"(860, 860)",preprocessed_crops
7_mm_15_z-5.20mm.png,5.243692798539996,3.3060578353142667,out_of_focus,707.9695434570312,"(860, 860)",preprocessed_crops
7_mm_16_z-5.00mm.png,5.127849616110325,3.2312342205998656,out_of_focus,708.3614501953125,"(860, 860)",preprocessed_crops
7_mm_17_z-4.80mm.png,4.8229303397238255,3.0342855355170086,out_of_focus,709.068603515625,"(860, 860)",preprocessed_crops
7_mm_18_z-4.60mm.png,4.76525123231113,2.997030349500877,out_of_focus,710.1051025390625,"(860, 860)",preprocessed_crops
7_mm_19_z-4.40mm.png,4.551446996629238,2.858933264981631,out_of_focus,710.248779296875,"(860, 860)",preprocessed_crops
7_mm_1_z-8.00mm.png,6.9375596940517426,4.400133820702478,out_of_focus,703.4274291992188,"(860, 860)",preprocessed_crops
7_mm_20_z-4.20mm.png,4.374665692448616,2.7447494527339784,out_of_focus,710.6447143554688,"(860, 860)",preprocessed_crops
7_mm_21_z-4.00mm.png,4.164851326495409,2.609229442403116,out_of_focus,711.4882202148438,"(860, 860)",preprocessed_crops
7_mm_22_z-3.80mm.png,4.089176757261157,2.560350909430324,out_of_focus,711.84619140625,"(860, 860)",preprocessed_crops
7_mm_23_z-3.60mm.png,3.668166808784008,2.28841875498603,out_of_focus,712.8790893554688,"(860, 860)",preprocessed_crops
7_mm_24_z-3.40mm.png,3.557494478300214,2.21693501600388,out_of_focus,713.0205688476562,"(860, 860)",preprocessed_crops
7_mm_25_z-3.20mm.png,3.369427565485239,2.0954617801184834,out_of_focus,713.2463989257812,"(860, 860)",preprocessed_crops
7_mm_26_z-3.00mm.png,3.179761180654168,1.9729554383103325,out_of_focus,714.3067016601562,"(860, 860)",preprocessed_crops
7_mm_27_z-2.80mm.png,2.896673255600035,1.790107717880958,out_of_focus,714.7507934570312,"(860, 860)",preprocessed_crops
7_mm_28_z-2.60mm.png,2.735115368850529,1.6857567770773705,out_of_focus,715.3515014648438,"(860, 860)",preprocessed_crops
7_mm_29_z-2.40mm.png,2.5307601923123,1.55376288090249,out_of_focus,716.033447265625,"(860, 860)",preprocessed_crops
7_mm_2_z-7.80mm.png,6.985982768237591,4.4314104946523525,out_of_focus,703.2056884765625,"(860, 860)",preprocessed_crops
7_mm_30_z-2.20mm.png,2.347331107594073,1.4352852383299184,out_of_focus,716.9625854492188,"(860, 860)",preprocessed_crops
7_mm_31_z-2.00mm.png,2.1923823561519384,1.3352031667291804,out_of_focus,717.6373901367188,"(860, 860)",preprocessed_crops
7_mm_32_z-1.80mm.png,2.0928772957995534,1.270932416031701,out_of_focus,717.849853515625,"(860, 860)",preprocessed_crops
7_mm_33_z-1.60mm.png,1.9292704109102488,1.1652580184294719,out_of_focus,718.356689453125,"(860, 860)",preprocessed_crops
7_mm_34_z-1.40mm.png,1.743559455499053,1.045306505664648,out_of_focus,719.5357666015625,"(860, 860)",preprocessed_crops
7_mm_35_z-1.20mm.png,1.7325760005041957,1.038212244375106,out_of_focus,720.102783203125,"(860, 860)",preprocessed_crops
7_mm_36_z-1.00mm.png,1.62190216826275,0.9667275354011654,out_of_focus,720.3821411132812,"(860, 860)",preprocessed_crops
7_mm_37_z-0.80mm.png,1.5377313550561666,0.9123612415418726,out_of_focus,721.1641845703125,"(860, 860)",preprocessed_crops
7_mm_38_z-0.60mm.png,1.4753248146735132,0.8720525860360969,in_focus,722.367431640625,"(860, 860)",preprocessed_crops
7_mm_39_z-0.40mm.png,1.4367395546287298,0.8471301989720279,in_focus,722.4450073242188,"(860, 860)",preprocessed_crops
7_mm_3_z-7.60mm.png,6.978353038430214,4.426482419028837,out_of_focus,703.825439453125,"(860, 860)",preprocessed_crops
7_mm_40_z-0.20mm.png,1.3507814495824277,0.7916094855500776,in_focus,723.3858032226562,"(860, 860)",preprocessed_crops
7_mm_41_z+0.00mm.png,1.3742201821878552,0.8067486647497434,in_focus,724.276611328125,"(860, 860)",preprocessed_crops
7_mm_42_z+0.20mm.png,1.4169735205359757,0.8343632316946412,in_focus,730.9888305664062,"(860, 860)",preprocessed_crops
7_mm_43_z+0.40mm.png,1.4808363653719425,0.8756125205724994,in_focus,725.5349731445312,"(860, 860)",preprocessed_crops
7_mm_44_z+0.60mm.png,1.5195289510302246,0.9006042297165129,out_of_focus,724.9772338867188,"(860, 860)",preprocessed_crops
7_mm_45_z+0.80mm.png,1.5586656564846635,0.9258827977659684,out_of_focus,724.7227783203125,"(860, 860)",preprocessed_crops
7_mm_46_z+1.00mm.png,1.6143851703964174,0.9618722738280392,out_of_focus,723.66552734375,"(860, 860)",preprocessed_crops
7_mm_47_z+1.20mm.png,1.75154700409621,1.0504656979987248,out_of_focus,722.8877563476562,"(860, 860)",preprocessed_crops
7_mm_48_z+1.40mm.png,1.8609592597931623,1.1211355492027208,out_of_focus,722.4945678710938,"(860, 860)",preprocessed_crops
7_mm_49_z+1.60mm.png,1.8842341005802155,1.1361688699650088,out_of_focus,722.3892822265625,"(860, 860)",preprocessed_crops
