filename,sigma_px,defocus_mm,focus_status,diameter_original_px,original_size,material
7_mm_49_z+1.60mm.png,3.6146894190460443,2.2538774766668292,out_of_focus,723.1074829101562,"(860, 860)",preprocessed_crops
7_mm_4_z-7.40mm.png,9.958957526832819,6.351667804812292,out_of_focus,705.4092407226562,"(860, 860)",preprocessed_crops
7_mm_50_z+1.80mm.png,3.7217839621007442,2.323050307207845,out_of_focus,722.6270751953125,"(860, 860)",preprocessed_crops
7_mm_51_z+2.00mm.png,3.908478869125247,2.443637358593653,out_of_focus,722.4579467773438,"(860, 860)",preprocessed_crops
7_mm_52_z+2.20mm.png,4.112979816272855,2.575725408638309,out_of_focus,722.328857421875,"(860, 860)",preprocessed_crops
7_mm_53_z+2.40mm.png,4.351293938234448,2.7296535351681586,out_of_focus,721.867431640625,"(860, 860)",preprocessed_crops
7_mm_54_z+2.60mm.png,4.559594132006168,2.8641955351099537,out_of_focus,721.9375,"(860, 860)",preprocessed_crops
7_mm_55_z+2.80mm.png,4.820316880941391,3.0325974911374654,out_of_focus,721.6182861328125,"(860, 860)",preprocessed_crops
7_mm_56_z+3.00mm.png,5.089248837903142,3.2063018102872975,out_of_focus,721.637939453125,"(860, 860)",preprocessed_crops
7_mm_57_z+3.20mm.png,5.234644208103418,3.3002133114473056,out_of_focus,721.3140869140625,"(860, 860)",preprocessed_crops
7_mm_58_z+3.40mm.png,5.402308041229844,3.4085081095378835,out_of_focus,721.2861328125,"(860, 860)",preprocessed_crops
7_mm_59_z+3.60mm.png,5.686340471729636,3.5919658901372173,out_of_focus,721.1950073242188,"(860, 860)",preprocessed_crops
7_mm_5_z-7.20mm.png,9.936692267656326,6.337286577197542,out_of_focus,705.2675170898438,"(860, 860)",preprocessed_crops
7_mm_60_z+3.80mm.png,5.9050260204821825,3.73321583597155,out_of_focus,721.6021118164062,"(860, 860)",preprocessed_crops
7_mm_61_z+4.00mm.png,6.029606629163027,3.8136829922539683,out_of_focus,720.7677612304688,"(860, 860)",preprocessed_crops
7_mm_6_z-7.00mm.png,9.933076035231352,6.334950836966577,out_of_focus,705.613525390625,"(860, 860)",preprocessed_crops
7_mm_7_z-6.80mm.png,9.999995157122612,6.378174188469869,out_of_focus,705.4288940429688,"(860, 860)",preprocessed_crops
7_mm_8_z-6.60mm.png,9.773383531719446,6.23180475529874,out_of_focus,706.3436889648438,"(860, 860)",preprocessed_crops
7_mm_9_z-6.40mm.png,9.495532736182213,6.052339719572627,out_of_focus,706.1085815429688,"(860, 860)",preprocessed_crops
